time,wx (rad/s),wy (rad/s),wz (rad/s)
1.551,-0.26,-8.51,9.54
1.554,0.00,-8.79,9.36
1.555,0.26,-9.05,9.15
1.557,0.52,-9.30,8.91
1.560,0.75,-9.54,8.65
1.562,0.98,-9.75,8.35
1.564,1.18,-9.91,8.05
1.567,1.37,-10.04,7.75
1.567,1.54,-10.12,7.45
1.571,1.68,-10.14,7.17
1.572,1.81,-10.09,6.91
1.576,1.89,-9.95,6.68
1.577,1.96,-9.73,6.47
1.578,1.99,-9.43,6.29
1.580,1.99,-9.04,6.11
1.583,1.95,-8.57,5.97
1.584,1.87,-8.04,5.83
1.585,1.76,-7.44,5.71
1.589,1.60,-6.80,5.59
1.590,1.41,-6.14,5.48
1.591,1.18,-5.47,5.36
1.594,0.91,-4.79,5.24
1.600,0.60,-4.11,5.12
1.600,0.26,-3.46,4.98
1.600,-0.10,-2.84,4.84
1.601,-0.48,-2.24,4.69
1.604,-0.87,-1.69,4.54
1.606,-1.26,-1.18,4.39
1.608,-1.65,-0.71,4.26
1.609,-2.02,-0.30,4.14
1.614,-2.37,0.05,4.04
1.614,-2.68,0.33,3.96
1.617,-2.98,0.55,3.91
1.618,-3.23,0.72,3.86
1.621,-3.44,0.82,3.84
1.621,-3.62,0.87,3.81
1.624,-3.75,0.87,3.80
1.626,-3.85,0.83,3.79
1.627,-3.91,0.75,3.80
1.631,-3.94,0.65,3.82
1.632,-3.93,0.51,3.85
1.634,-3.91,0.35,3.90
1.635,-3.86,0.19,3.96
1.639,-3.79,0.03,4.04
1.640,-3.70,-0.12,4.13
1.643,-3.61,-0.28,4.23
1.643,-3.51,-0.43,4.33
1.646,-3.40,-0.56,4.44
1.650,-3.31,-0.68,4.55
1.650,-3.20,-0.79,4.65
1.653,-3.10,-0.87,4.76
1.654,-3.00,-0.94,4.86
1.656,-2.92,-0.99,4.96
1.658,-2.84,-1.03,5.04
1.661,-2.78,-1.07,5.13
1.661,-2.72,-1.12,5.20
1.664,-2.70,-1.17,5.27
1.667,-2.68,-1.24,5.33
1.669,-2.68,-1.31,5.38
1.670,-2.70,-1.40,5.41
1.672,-2.72,-1.50,5.43
1.673,-2.74,-1.61,5.42
1.675,-2.76,-1.72,5.39
1.679,-2.79,-1.85,5.33
1.681,-2.81,-1.98,5.24
1.683,-2.85,-2.13,5.10
1.685,-2.87,-2.29,4.94
1.686,-2.89,-2.46,4.74
1.688,-2.92,-2.61,4.51
1.690,-2.95,-2.76,4.26
1.692,-2.97,-2.89,3.98
1.695,-3.00,-2.99,3.68
1.697,-3.03,-3.07,3.38
1.698,-3.07,-3.11,3.06
1.700,-3.10,-3.13,2.74
1.702,-3.14,-3.12,2.41
1.705,-3.17,-3.06,2.10
1.706,-3.21,-2.95,1.79
1.709,-3.25,-2.80,1.49
1.711,-3.29,-2.60,1.22
1.712,-3.31,-2.38,0.96
1.714,-3.35,-2.09,0.71
1.717,-3.38,-1.76,0.49
1.718,-3.41,-1.40,0.29
1.720,-3.44,-1.00,0.11
1.723,-3.46,-0.56,-0.05
1.724,-3.47,-0.08,-0.21
1.727,-3.48,0.43,-0.35
1.729,-3.47,0.97,-0.49
1.731,-3.43,1.52,-0.64
1.732,-3.39,2.09,-0.79
1.735,-3.32,2.65,-0.96
1.736,-3.22,3.20,-1.15
1.739,-3.07,3.71,-1.36
1.741,-2.89,4.18,-1.59
1.742,-2.65,4.57,-1.83
1.744,-2.35,4.86,-2.08
1.746,-1.99,5.09,-2.36
1.750,-1.56,5.24,-2.64
1.752,-1.08,5.33,-2.92
1.752,-0.55,5.36,-3.21
1.754,0.02,5.33,-3.49
1.756,0.64,5.26,-3.78
1.758,1.28,5.14,-4.06
1.761,1.94,4.99,-4.32
1.762,2.60,4.83,-4.58
1.764,3.26,4.66,-4.84
1.767,3.91,4.50,-5.08
1.768,4.54,4.36,-5.32
1.771,5.13,4.24,-5.55
1.772,5.69,4.15,-5.79
1.775,6.21,4.07,-6.02
1.777,6.67,4.02,-6.27
1.778,7.10,3.98,-6.53
1.781,7.48,3.96,-6.79
1.782,7.81,3.95,-7.06
1.785,8.10,3.93,-7.33
1.787,8.35,3.92,-7.61
1.788,8.57,3.89,-7.89
1.790,8.76,3.86,-8.15
1.793,8.91,3.81,-8.42
1.794,9.00,3.74,-8.67
1.796,9.10,3.66,-8.91
1.800,9.18,3.55,-9.14
1.800,9.23,3.42,-9.37
1.802,9.25,3.28,-9.59
1.805,9.25,3.11,-9.80
1.807,9.23,2.92,-10.00
1.809,9.19,2.73,-10.19
1.811,9.12,2.52,-10.36
1.812,9.03,2.30,-10.52
1.815,8.92,2.08,-10.65
1.817,8.80,1.85,-10.76
1.818,8.65,1.63,-10.84
1.821,8.49,1.43,-10.90
1.823,8.30,1.24,-10.92
1.824,8.08,1.08,-10.94
1.826,7.84,0.94,-10.92
1.829,7.58,0.84,-10.88
1.832,7.29,0.77,-10.81
1.832,6.99,0.74,-10.72
1.835,6.67,0.75,-10.60
1.837,6.35,0.80,-10.46
1.838,5.99,0.90,-10.30
1.841,5.62,1.02,-10.13
1.842,5.24,1.18,-9.93
1.846,4.86,1.38,-9.73
1.850,4.48,1.58,-9.52
1.851,4.11,1.82,-9.31
1.851,3.73,2.07,-9.09
1.853,3.39,2.33,-8.89
1.854,3.05,2.61,-8.70
1.857,2.75,2.88,-8.51
1.858,2.47,3.15,-8.34
1.861,2.25,3.40,-8.18
1.864,2.06,3.63,-8.03
1.866,1.92,3.83,-7.89
1.867,1.81,4.01,-7.76
1.870,1.75,4.17,-7.65
1.871,1.71,4.32,-7.57
1.873,1.70,4.42,-7.49
1.876,1.72,4.51,-7.45
1.876,1.76,4.56,-7.41
1.878,1.83,4.58,-7.39
1.882,1.92,4.57,-7.38
1.882,2.03,4.53,-7.38
1.885,2.15,4.46,-7.40
1.888,2.29,4.37,-7.42
1.889,2.44,4.27,-7.46
1.891,2.61,4.14,-7.50
1.893,2.78,3.99,-7.56
1.894,2.95,3.84,-7.62
1.897,3.13,3.66,-7.69
1.899,3.30,3.46,-7.75
1.901,3.48,3.26,-7.83
1.903,3.63,3.04,-7.90
1.906,3.79,2.82,-7.98
1.906,3.94,2.60,-8.05
1.910,4.08,2.37,-8.12
1.911,4.20,2.14,-8.18
1.914,4.31,1.91,-8.24
1.915,4.40,1.70,-8.29
1.918,4.47,1.49,-8.34
1.919,4.54,1.30,-8.37
1.922,4.58,1.11,-8.40
1.923,4.60,0.93,-8.41
1.924,4.61,0.76,-8.42
1.927,4.60,0.61,-8.42
1.930,4.58,0.47,-8.41
1.932,4.53,0.33,-8.39
1.933,4.47,0.21,-8.37
1.936,4.41,0.11,-8.34
1.937,4.32,0.02,-8.30
1.939,4.23,-0.06,-8.26
1.941,4.12,-0.14,-8.21
1.943,4.01,-0.19,-8.15
1.946,3.87,-0.23,-8.09
1.949,3.74,-0.26,-8.02
1.949,3.60,-0.29,-7.96
1.951,3.45,-0.30,-7.89
1.954,3.31,-0.31,-7.81
1.955,3.16,-0.31,-7.75
1.957,3.00,-0.30,-7.66
1.960,2.84,-0.29,-7.59
1.962,2.69,-0.27,-7.51
1.963,2.53,-0.25,-7.43
1.967,2.36,-0.23,-7.35
1.968,2.20,-0.21,-7.27
1.970,2.02,-0.18,-7.18
1.971,1.85,-0.13,-7.10
1.973,1.68,-0.09,-7.02
1.975,1.50,-0.04,-6.94
1.977,1.33,0.01,-6.85
1.980,1.16,0.06,-6.77
1.982,0.99,0.13,-6.68
1.983,0.82,0.21,-6.60
1.985,0.67,0.29,-6.52
1.988,0.50,0.36,-6.45
1.989,0.34,0.44,-6.38
1.991,0.19,0.51,-6.32
1.993,0.04,0.57,-6.25
1.995,-0.11,0.62,-6.18
1.997,-0.24,0.66,-6.11
2.000,-0.37,0.69,-6.04
2.001,-0.49,0.71,-5.97
2.004,-0.61,0.72,-5.90
2.006,-0.71,0.72,-5.83
2.008,-0.80,0.72,-5.78
2.009,-0.88,0.72,-5.72
2.012,-0.95,0.72,-5.67
2.015,-1.01,0.72,-5.62
2.015,-1.07,0.71,-5.57
2.018,-1.11,0.71,-5.53
2.020,-1.15,0.70,-5.49
2.021,-1.18,0.69,-5.46
2.024,-1.20,0.68,-5.42
2.025,-1.22,0.66,-5.38
2.027,-1.23,0.65,-5.35
2.030,-1.25,0.64,-5.31
2.033,-1.27,0.64,-5.29
2.033,-1.28,0.64,-5.26
2.035,-1.30,0.64,-5.23
2.038,-1.32,0.64,-5.22
2.039,-1.34,0.66,-5.19
2.041,-1.36,0.68,-5.18
2.044,-1.38,0.70,-5.17
2.046,-1.40,0.74,-5.15
2.049,-1.42,0.77,-5.15
2.050,-1.45,0.81,-5.16
2.057,-1.47,0.86,-5.16
2.057,-1.50,0.92,-5.17
2.058,-1.53,0.97,-5.19
2.058,-1.56,1.03,-5.21
2.059,-1.60,1.10,-5.22
2.062,-1.63,1.16,-5.26
2.066,-1.66,1.22,-5.28
2.067,-1.70,1.27,-5.31
2.068,-1.72,1.33,-5.34
2.069,-1.75,1.36,-5.36
2.071,-1.77,1.40,-5.39
2.075,-1.80,1.43,-5.42
2.076,-1.82,1.46,-5.45
2.077,-1.83,1.48,-5.48
2.080,-1.85,1.51,-5.51
2.085,-1.86,1.53,-5.54
2.085,-1.86,1.54,-5.57
2.086,-1.86,1.56,-5.61
2.088,-1.86,1.58,-5.64
2.090,-1.85,1.60,-5.67
2.091,-1.84,1.61,-5.70
2.094,-1.82,1.63,-5.73
2.095,-1.80,1.64,-5.75
2.099,-1.79,1.66,-5.77
2.100,-1.76,1.68,-5.79
2.102,-1.74,1.70,-5.79
2.104,-1.72,1.73,-5.79
2.106,-1.69,1.77,-5.79
2.107,-1.67,1.81,-5.79
2.110,-1.64,1.84,-5.78
2.112,-1.62,1.89,-5.76
2.114,-1.60,1.93,-5.75
2.116,-1.57,1.97,-5.74
2.118,-1.55,2.02,-5.74
2.120,-1.52,2.06,-5.73
2.122,-1.50,2.11,-5.72
2.124,-1.49,2.14,-5.71
2.125,-1.46,2.16,-5.71
2.129,-1.44,2.19,-5.69
2.130,-1.42,2.20,-5.68
2.133,-1.40,2.22,-5.68
2.134,-1.37,2.23,-5.67
2.136,-1.35,2.24,-5.67
2.138,-1.33,2.25,-5.68
2.140,-1.31,2.25,-5.69
2.141,-1.29,2.25,-5.72
2.145,-1.26,2.22,-5.74
2.147,-1.24,2.19,-5.77
2.149,-1.21,2.14,-5.80
2.150,-1.17,2.08,-5.82
2.153,-1.13,2.02,-5.85
2.154,-1.09,1.94,-5.88
2.156,-1.03,1.86,-5.90
2.159,-0.97,1.78,-5.92
2.159,-0.90,1.69,-5.94
2.161,-0.82,1.60,-5.96
2.163,-0.74,1.51,-5.96
2.166,-0.65,1.42,-5.98
2.168,-0.55,1.33,-5.99
2.171,-0.45,1.24,-6.00
2.173,-0.35,1.16,-6.01
2.174,-0.25,1.09,-6.01
2.176,-0.15,1.03,-6.01
2.179,-0.06,0.99,-6.01
2.179,0.02,0.96,-6.00
2.183,0.09,0.95,-5.98
2.184,0.15,0.94,-5.95
2.186,0.21,0.95,-5.90
2.188,0.24,0.97,-5.84
2.191,0.25,0.99,-5.76
2.192,0.26,1.01,-5.67
2.195,0.25,1.04,-5.57
2.197,0.22,1.08,-5.47
2.200,0.17,1.13,-5.36
2.201,0.11,1.19,-5.27
2.202,0.03,1.25,-5.19
2.205,-0.05,1.31,-5.11
2.206,-0.14,1.39,-5.05
2.208,-0.23,1.48,-5.00
2.211,-0.33,1.56,-4.97
2.212,-0.44,1.65,-4.95
2.216,-0.55,1.72,-4.93
2.216,-0.65,1.78,-4.93
2.218,-0.75,1.81,-4.92
2.221,-0.85,1.81,-4.91
2.223,-0.94,1.79,-4.89
2.224,-1.02,1.74,-4.88
2.226,-1.08,1.66,-4.85
2.229,-1.12,1.57,-4.82
2.230,-1.15,1.47,-4.78
2.234,-1.15,1.36,-4.73
2.236,-1.15,1.24,-4.68
2.236,-1.12,1.11,-4.61
2.239,-1.08,0.97,-4.52
2.240,-1.03,0.83,-4.41
2.242,-0.97,0.68,-4.27
2.244,-0.92,0.55,-4.11
2.247,-0.85,0.42,-3.90
2.250,-0.79,0.29,-3.68
2.250,-0.74,0.18,-3.44
2.252,-0.69,0.08,-3.17
2.255,-0.64,0.00,-2.88
2.256,-0.60,-0.07,-2.57
2.258,-0.56,-0.15,-2.24
2.261,-0.51,-0.23,-1.90
2.263,-0.46,-0.31,-1.55
2.267,-0.40,-0.39,-1.18
2.268,-0.33,-0.46,-0.81
2.268,-0.24,-0.54,-0.41
2.270,-0.14,-0.62,-0.00
2.272,-0.02,-0.68,0.42
2.275,0.11,-0.74,0.85
2.276,0.25,-0.78,1.30
2.278,0.40,-0.83,1.75
2.281,0.58,-0.85,2.21
2.284,0.74,-0.86,2.66
2.284,0.90,-0.86,3.10
2.286,1.06,-0.86,3.54
2.290,1.20,-0.84,3.97
2.290,1.32,-0.82,4.39
2.292,1.42,-0.80,4.80
2.294,1.50,-0.78,5.20
2.297,1.54,-0.75,5.57
2.301,1.56,-0.73,5.93
2.301,1.54,-0.71,6.26
2.303,1.51,-0.69,6.59
2.306,1.44,-0.67,6.90
2.306,1.38,-0.65,7.20
2.309,1.30,-0.62,7.49
2.310,1.22,-0.59,7.78
2.312,1.13,-0.56,8.04
2.318,1.03,-0.51,8.30
2.319,0.92,-0.48,8.54
2.319,0.81,-0.45,8.78
2.321,0.69,-0.43,9.01
2.323,0.57,-0.42,9.24
2.324,0.42,-0.40,9.46
2.327,0.28,-0.41,9.67
2.328,0.14,-0.41,9.89
2.331,-0.02,-0.40,10.11
2.334,-0.17,-0.38,10.33
2.335,-0.33,-0.34,10.56
2.336,-0.48,-0.29,10.78
2.338,-0.66,-0.22,11.00
2.340,-0.84,-0.13,11.21
2.344,-1.04,-0.04,11.43
2.346,-1.25,0.07,11.64
2.347,-1.47,0.18,11.84
2.349,-1.70,0.28,12.04
2.351,-1.92,0.38,12.22
2.352,-2.15,0.47,12.39
2.356,-2.39,0.53,12.55
2.358,-2.62,0.53,12.71
2.358,-2.84,0.47,12.86
2.361,-3.06,0.36,12.99
2.363,-3.27,0.21,13.09
2.365,-3.47,0.05,13.17
2.367,-3.64,-0.13,13.23
2.370,-3.80,-0.34,13.27
2.372,-3.93,-0.54,13.30
2.373,-4.04,-0.76,13.31
2.375,-4.14,-0.96,13.29
2.377,-4.22,-1.15,13.28
2.379,-4.28,-1.33,13.25
2.384,-4.35,-1.50,13.22
2.384,-4.39,-1.67,13.19
2.385,-4.43,-1.84,13.15
2.388,-4.47,-2.01,13.13
2.389,-4.49,-2.18,13.09
2.390,-4.51,-2.33,13.06
2.392,-4.53,-2.46,13.02
2.394,-4.55,-2.55,12.97
2.398,-4.60,-2.61,12.93
2.400,-4.65,-2.64,12.86
2.401,-4.72,-2.66,12.78
2.403,-4.81,-2.65,12.70
2.404,-4.94,-2.63,12.61
2.407,-5.10,-2.59,12.50
2.409,-5.29,-2.54,12.41
2.412,-5.52,-2.48,12.29
2.413,-5.79,-2.41,12.17
2.416,-6.10,-2.35,12.05
2.418,-6.44,-2.28,11.92
2.419,-6.82,-2.21,11.78
2.421,-7.23,-2.13,11.65
2.423,-7.67,-2.07,11.51
2.426,-8.11,-1.99,11.38
2.427,-8.56,-1.91,11.24
2.429,-9.01,-1.89,11.11
2.431,-9.42,-1.91,10.97
2.433,-9.84,-1.97,10.83
2.436,-10.25,-2.06,10.69
2.437,-10.61,-2.16,10.55
2.439,-10.93,-2.26,10.41
2.441,-11.21,-2.36,10.28
2.443,-11.43,-2.45,10.14
2.446,-11.60,-2.54,9.99
2.448,-11.73,-2.62,9.82
2.452,-11.81,-2.70,9.66
2.453,-11.84,-2.77,9.47
2.454,-11.82,-2.83,9.29
2.455,-11.77,-2.90,9.10
2.458,-11.67,-2.95,8.93
2.459,-11.55,-3.03,8.76
2.461,-11.41,-3.14,8.58
2.463,-11.24,-3.26,8.38
2.465,-11.04,-3.36,8.17
2.468,-10.81,-3.45,7.96
2.470,-10.56,-3.54,7.77
2.471,-10.31,-3.63,7.58
2.473,-10.03,-3.74,7.39
2.475,-9.75,-3.86,7.20
2.477,-9.45,-3.98,7.01
2.480,-9.15,-4.11,6.81
2.482,-8.83,-4.25,6.62
2.484,-8.50,-4.39,6.42
2.486,-8.16,-4.54,6.23
2.487,-7.82,-4.69,6.05
2.490,-7.47,-4.85,5.87
2.492,-7.11,-5.02,5.68
2.494,-6.77,-5.18,5.51
2.495,-6.41,-5.34,5.33
2.497,-6.04,-5.51,5.16
2.500,-5.68,-5.67,5.00
2.501,-5.32,-5.83,4.84
2.503,-4.97,-5.99,4.69
2.506,-4.63,-6.14,4.55
2.507,-4.30,-6.27,4.41
2.510,-3.99,-6.40,4.30
2.512,-3.71,-6.51,4.18
2.513,-3.46,-6.61,4.08
2.515,-3.24,-6.68,3.99
2.518,-3.06,-6.76,3.90
2.519,-2.92,-6.82,3.83
2.522,-2.81,-6.87,3.77
2.524,-2.74,-6.91,3.72
2.526,-2.70,-6.95,3.68
2.527,-2.70,-6.98,3.65
2.529,-2.71,-7.00,3.63
2.532,-2.75,-7.01,3.62
2.534,-2.80,-7.01,3.61
2.536,-2.87,-7.00,3.63
2.538,-2.93,-6.99,3.64
2.539,-3.00,-6.96,3.66
2.542,-3.07,-6.93,3.68
2.543,-3.14,-6.89,3.72
2.545,-3.22,-6.85,3.75
2.548,-3.28,-6.80,3.79
2.551,-3.35,-6.74,3.82
2.551,-3.39,-6.68,3.86
2.554,-3.44,-6.61,3.90
2.556,-3.48,-6.54,3.94
2.557,-3.52,-6.49,3.97
2.559,-3.54,-6.43,3.99
2.563,-3.57,-6.38,4.02
2.564,-3.59,-6.33,4.05
2.566,-3.61,-6.29,4.07
2.569,-3.62,-6.26,4.09
2.570,-3.64,-6.22,4.11
2.572,-3.66,-6.18,4.14
2.574,-3.69,-6.15,4.17
2.576,-3.72,-6.10,4.20
2.580,-3.75,-6.05,4.23
2.580,-3.79,-5.97,4.26
2.585,-3.83,-5.89,4.28
2.586,-3.88,-5.79,4.30
2.586,-3.92,-5.69,4.31
2.588,-3.98,-5.57,4.31
2.590,-4.02,-5.44,4.30
2.592,-4.07,-5.29,4.28
2.594,-4.12,-5.12,4.24
2.595,-4.17,-4.94,4.20
2.599,-4.21,-4.74,4.15
2.600,-4.26,-4.53,4.10
2.603,-4.30,-4.31,4.05
2.605,-4.35,-4.09,3.99
2.606,-4.39,-3.86,3.93
2.608,-4.43,-3.65,3.85
2.610,-4.47,-3.44,3.76
2.611,-4.51,-3.24,3.67
2.613,-4.54,-3.08,3.57
2.616,-4.55,-2.94,3.46
2.618,-4.56,-2.83,3.35
2.620,-4.56,-2.75,3.23
2.622,-4.54,-2.67,3.13
2.624,-4.50,-2.61,3.03
2.625,-4.46,-2.58,2.94
2.629,-4.40,-2.55,2.86
2.630,-4.32,-2.54,2.79
2.634,-4.23,-2.54,2.72
2.634,-4.13,-2.54,2.67
2.636,-4.02,-2.55,2.61
2.638,-3.91,-2.58,2.54
2.641,-3.81,-2.62,2.48
2.642,-3.70,-2.71,2.41
2.643,-3.57,-2.80,2.35
2.646,-3.45,-2.90,2.28
2.648,-3.32,-3.01,2.23
2.650,-3.19,-3.12,2.19
2.653,-3.06,-3.22,2.14
2.655,-2.91,-3.33,2.11
2.656,-2.77,-3.44,2.07
2.658,-2.63,-3.53,2.04
2.660,-2.49,-3.63,2.01
2.662,-2.36,-3.73,1.99
2.664,-2.24,-3.80,1.96
2.668,-2.13,-3.89,1.94
2.668,-2.02,-3.95,1.92
2.670,-1.92,-4.00,1.91
2.673,-1.82,-4.03,1.90
2.674,-1.73,-4.03,1.88
2.677,-1.64,-4.00,1.86
2.679,-1.55,-3.91,1.84
2.680,-1.46,-3.80,1.80
2.684,-1.38,-3.63,1.77
2.684,-1.29,-3.41,1.71
2.686,-1.21,-3.13,1.65
2.689,-1.13,-2.83,1.57
2.691,-1.07,-2.47,1.48
2.692,-1.01,-2.08,1.36
2.694,-0.97,-1.66,1.23
2.697,-0.94,-1.21,1.05
2.698,-0.91,-0.77,0.86
2.701,-0.87,-0.28,0.62
2.702,-0.83,0.17,0.37
2.704,-0.77,0.60,0.06
2.707,-0.68,1.05,-0.26
2.708,-0.55,1.45,-0.61
2.711,-0.38,1.80,-0.97
2.713,-0.15,2.16,-1.34
2.714,0.13,2.45,-1.71
2.719,0.48,2.70,-2.06
2.720,0.88,2.88,-2.41
2.720,1.34,3.02,-2.74
2.722,1.82,3.12,-3.07
2.725,2.35,3.15,-3.39
2.726,2.90,3.16,-3.69
2.728,3.47,3.11,-3.99
2.730,4.04,3.03,-4.27
2.733,4.60,2.91,-4.55
2.735,5.14,2.78,-4.83
2.737,5.65,2.65,-5.10
2.740,6.12,2.53,-5.38
2.740,6.55,2.42,-5.64
2.742,6.93,2.32,-5.91
2.744,7.27,2.24,-6.17
2.747,7.57,2.18,-6.43
2.748,7.83,2.13,-6.68
2.751,8.04,2.10,-6.90
2.752,8.21,2.07,-7.13
2.754,8.34,2.06,-7.34
2.757,8.46,2.05,-7.54
2.758,8.52,2.06,-7.72
2.761,8.57,2.08,-7.90
2.763,8.59,2.09,-8.06
2.764,8.58,2.09,-8.21
2.768,8.55,2.10,-8.33
2.769,8.49,2.11,-8.45
2.773,8.41,2.11,-8.54
2.773,8.33,2.11,-8.61
2.775,8.23,2.11,-8.68
2.776,8.12,2.10,-8.71
2.778,8.00,2.08,-8.75
2.781,7.87,2.07,-8.76
2.785,7.73,2.07,-8.75
2.785,7.58,2.06,-8.74
2.787,7.42,2.05,-8.71
2.788,7.25,2.05,-8.67
2.791,7.06,2.05,-8.62
2.792,6.86,2.03,-8.57
2.795,6.64,2.01,-8.52
2.798,6.41,1.98,-8.45
2.798,6.16,1.95,-8.39
2.801,5.92,1.93,-8.33
2.802,5.66,1.91,-8.26
2.805,5.39,1.90,-8.20
2.807,5.11,1.89,-8.14
2.808,4.85,1.88,-8.08
2.810,4.59,1.90,-8.03
2.813,4.32,1.92,-7.98
2.815,4.05,1.94,-7.93
2.819,3.80,1.96,-7.89
2.819,3.56,1.98,-7.86
2.821,3.32,2.00,-7.83
2.822,3.10,2.01,-7.81
2.825,2.91,2.03,-7.79
2.827,2.74,2.05,-7.79
2.829,2.59,2.07,-7.79
2.832,2.46,2.08,-7.80
2.836,2.35,2.09,-7.82
2.836,2.27,2.08,-7.86
2.837,2.22,2.06,-7.91
2.839,2.19,2.02,-7.97
2.841,2.18,1.97,-8.04
2.844,2.20,1.90,-8.13
2.844,2.23,1.83,-8.22
2.847,2.29,1.76,-8.34
2.849,2.36,1.67,-8.44
2.852,2.44,1.58,-8.57
2.853,2.54,1.49,-8.69
2.855,2.65,1.41,-8.82
2.857,2.75,1.33,-8.95
2.858,2.87,1.24,-9.08
2.862,2.98,1.15,-9.22
2.864,3.09,1.07,-9.36
2.865,3.18,0.97,-9.50
2.868,3.29,0.88,-9.65
2.869,3.37,0.78,-9.78
2.871,3.46,0.68,-9.92
2.876,3.53,0.57,-10.06
2.876,3.59,0.46,-10.19
2.877,3.65,0.36,-10.32
2.878,3.70,0.26,-10.43
2.880,3.74,0.17,-10.53
2.884,3.76,0.09,-10.62
2.885,3.77,0.01,-10.70
2.887,3.77,-0.05,-10.77
2.890,3.76,-0.10,-10.83
2.890,3.72,-0.15,-10.87
2.893,3.68,-0.19,-10.91
2.895,3.63,-0.24,-10.93
2.898,3.55,-0.29,-10.95
2.899,3.48,-0.33,-10.97
2.902,3.40,-0.38,-10.97
2.903,3.31,-0.43,-10.94
2.905,3.20,-0.47,-10.90
2.907,3.10,-0.52,-10.84
2.910,2.99,-0.56,-10.77
2.912,2.87,-0.59,-10.67
2.914,2.73,-0.61,-10.57
2.915,2.59,-0.61,-10.46
2.917,2.44,-0.61,-10.34
2.920,2.27,-0.59,-10.22
2.922,2.10,-0.56,-10.09
2.924,1.93,-0.53,-9.97
2.925,1.75,-0.47,-9.85
2.927,1.57,-0.42,-9.75
2.930,1.39,-0.37,-9.64
2.931,1.22,-0.30,-9.54
2.936,1.04,-0.24,-9.44
2.936,0.87,-0.18,-9.34
2.937,0.71,-0.12,-9.23
2.939,0.56,-0.06,-9.12
2.942,0.40,-0.01,-9.01
2.943,0.25,0.06,-8.88
2.946,0.10,0.12,-8.77
2.947,-0.04,0.19,-8.65
2.951,-0.17,0.26,-8.53
2.952,-0.30,0.34,-8.41
2.953,-0.43,0.42,-8.30
2.956,-0.56,0.50,-8.19
2.958,-0.68,0.57,-8.09
2.959,-0.79,0.64,-7.99
2.961,-0.91,0.70,-7.91
2.964,-1.03,0.76,-7.83
2.965,-1.14,0.82,-7.77
2.971,-1.25,0.88,-7.71
2.972,-1.36,0.93,-7.66
2.972,-1.46,0.98,-7.62
2.974,-1.57,1.02,-7.59
2.977,-1.66,1.05,-7.56
2.977,-1.75,1.06,-7.54
2.980,-1.84,1.08,-7.52
2.981,-1.91,1.07,-7.51
2.984,-1.99,1.06,-7.50
2.985,-2.05,1.05,-7.49
2.988,-2.11,1.04,-7.49
2.990,-2.15,1.04,-7.49
2.991,-2.20,1.04,-7.49
2.994,-2.24,1.06,-7.50
2.995,-2.26,1.09,-7.50
2.997,-2.29,1.12,-7.51
3.000,-2.30,1.14,-7.52
3.003,-2.31,1.17,-7.52
3.004,-2.33,1.19,-7.53
3.006,-2.33,1.21,-7.53
3.008,-2.35,1.23,-7.54
3.009,-2.35,1.25,-7.54
3.012,-2.36,1.26,-7.54
3.015,-2.38,1.27,-7.55
3.015,-2.39,1.29,-7.54
3.018,-2.40,1.31,-7.54
3.020,-2.41,1.33,-7.54
3.021,-2.42,1.36,-7.53
3.024,-2.43,1.38,-7.52
3.026,-2.44,1.40,-7.51
3.027,-2.46,1.43,-7.49
3.030,-2.46,1.44,-7.48
3.031,-2.48,1.46,-7.46
3.035,-2.48,1.47,-7.45
3.037,-2.49,1.48,-7.42
3.037,-2.50,1.47,-7.40
3.039,-2.50,1.47,-7.38
3.042,-2.51,1.46,-7.35
3.044,-2.51,1.45,-7.32
3.045,-2.51,1.43,-7.28
3.048,-2.51,1.42,-7.24
3.051,-2.49,1.42,-7.20
3.053,-2.48,1.42,-7.16
3.055,-2.46,1.43,-7.11
3.055,-2.44,1.44,-7.08
3.057,-2.42,1.44,-7.05
3.060,-2.40,1.44,-7.02
3.063,-2.38,1.44,-6.99
3.063,-2.36,1.43,-6.97
3.065,-2.34,1.41,-6.96
3.069,-2.33,1.39,-6.95
3.069,-2.32,1.38,-6.95
3.072,-2.31,1.34,-6.95
3.074,-2.30,1.31,-6.96
3.076,-2.29,1.27,-6.96
3.078,-2.28,1.23,-6.97
3.080,-2.27,1.19,-6.97
3.081,-2.25,1.15,-6.98
3.086,-2.22,1.10,-6.99
3.087,-2.18,1.05,-6.99
3.091,-2.14,1.01,-6.99
3.091,-2.10,0.97,-6.99
3.092,-2.05,0.91,-6.99
3.095,-1.99,0.85,-6.99
3.096,-1.93,0.80,-6.99
3.097,-1.87,0.74,-6.98
3.100,-1.80,0.68,-6.98
3.102,-1.72,0.62,-6.98
3.104,-1.64,0.56,-6.98
3.106,-1.56,0.51,-6.97
3.109,-1.47,0.46,-6.98
3.109,-1.38,0.42,-6.99
3.112,-1.29,0.40,-7.00
3.114,-1.22,0.38,-7.00
3.115,-1.15,0.38,-7.01
3.120,-1.09,0.40,-7.02
3.120,-1.05,0.42,-7.04
3.122,-1.02,0.45,-7.05
3.124,-1.02,0.49,-7.05
3.125,-1.04,0.52,-7.05
3.128,-1.09,0.54,-7.04
3.130,-1.16,0.57,-7.01
3.132,-1.25,0.59,-6.97
3.143,-1.36,0.61,-6.91
3.144,-1.49,0.62,-6.84
3.144,-1.62,0.63,-6.75
